V1,link,ticker,market,parentid,fullname,source,code,updates,date,updated,URL,ticker
"http://s.cafef.vn/upcom/MVN-tong-cong-ty-hang-hai-viet-nam-ctcp.chn,CenterName:UpCom,Symbol:MVN,TradeCenterID:9,ChangePrice:-2.7777777777777777,VonHoa:21010.29,ChangeVolume:-34.210526315789473,EPS:2.33358855223978,PE:7.49917974323428,Beta:0,Price:17.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong Cong ty Hang hai Viet Nam - CTCP,ParentCategoryId:343},",upcom/MVN-tong-cong-ty-hang-hai-viet-nam-ctcp.chn,MVN,UPC,343,Tong Cong ty Hang hai Viet Nam - CTCP,CAF,STKVNMVN,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/MVN-tong-cong-ty-hang-hai-viet-nam-ctcp.chn,
"http://s.cafef.vn/hose/MWG-cong-ty-co-phan-dau-tu-the-gioi-di-dong.chn,CenterName:HSX,Symbol:MWG,TradeCenterID:1,ChangePrice:-2.8213166144200654,VonHoa:68047.017294,ChangeVolume:9.5267963940834957,EPS:3.47901812644553,PE:13.3658401048656,Beta:0.727264247738084,Price:46.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Đau tu The gioi Di dong,ParentCategoryId:347},",hose/MWG-cong-ty-co-phan-dau-tu-the-gioi-di-dong.chn,MWG,HSX,347,Cong ty co phan Đau tu The gioi Di dong,CAF,STKVNMWG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/MWG-cong-ty-co-phan-dau-tu-the-gioi-di-dong.chn,
"http://s.cafef.vn/upcom/NAB-ngan-hang-thuong-mai-co-phan-nam-a.chn,CenterName:UpCom,Symbol:NAB,TradeCenterID:9,ChangePrice:-2.2222222222222143,VonHoa:7448.6250168,ChangeVolume:-18.578134363140023,EPS:2.29107492392915,PE:3.84099180174701,Beta:0,Price:8.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Ngan hang Thuong mai co phan Nam A,ParentCategoryId:341},",upcom/NAB-ngan-hang-thuong-mai-co-phan-nam-a.chn,NAB,UPC,341,Ngan hang Thuong mai co phan Nam A,CAF,STKVNNAB,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NAB-ngan-hang-thuong-mai-co-phan-nam-a.chn,
"http://s.cafef.vn/upcom/NAC-cong-ty-co-phan-tu-van-xay-dung-tong-hop.chn,CenterName:UpCom,Symbol:NAC,TradeCenterID:9,ChangePrice:0,VonHoa:3.969,ChangeVolume:0,EPS:2.48923777389771,PE:0.562421161481833,Beta:0,Price:1.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Tu van Xay dung Tong hop,ParentCategoryId:345},",upcom/NAC-cong-ty-co-phan-tu-van-xay-dung-tong-hop.chn,NAC,UPC,345,Cong ty Co phan Tu van Xay dung Tong hop,CAF,STKVNNAC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NAC-cong-ty-co-phan-tu-van-xay-dung-tong-hop.chn,
"http://s.cafef.vn/hose/NAF-cong-ty-co-phan-nafoods-group.chn,CenterName:HSX,Symbol:NAF,TradeCenterID:1,ChangePrice:-3.5922330097087474,VonHoa:502.1014137,ChangeVolume:37.964688137698516,EPS:1.91457693364233,PE:5.18652440939469,Beta:0,Price:9.93,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nafoods Group ,ParentCategoryId:338},",hose/NAF-cong-ty-co-phan-nafoods-group.chn,NAF,HSX,338,Cong ty Co phan Nafoods Group ,CAF,STKVNNAF,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NAF-cong-ty-co-phan-nafoods-group.chn,
"http://s.cafef.vn/hastc/NAG-cong-ty-co-phan-tap-doan-nagakawa.chn,CenterName:HNX,Symbol:NAG,TradeCenterID:2,ChangePrice:6.5217391304347716,VonHoa:465.2041233,ChangeVolume:-19.418575791257055,EPS:0.652872645298506,PE:22.5158767270436,Beta:0.867934449215669,Price:14.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Tap doan Nagakawa ,ParentCategoryId:339},",hastc/NAG-cong-ty-co-phan-tap-doan-nagakawa.chn,NAG,HNX,339,Cong ty co phan Tap doan Nagakawa ,CAF,STKVNNAG,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NAG-cong-ty-co-phan-tap-doan-nagakawa.chn,
"http://s.cafef.vn/hastc/NAP-cong-ty-co-phan-cang-nghe-tinh.chn,CenterName:HNX,Symbol:NAP,TradeCenterID:2,ChangePrice:0,VonHoa:236.6892,ChangeVolume:0,EPS:0.749040298180061,PE:14.6854582146336,Beta:0,Price:11,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Cang Nghe Tinh,ParentCategoryId:343},",hastc/NAP-cong-ty-co-phan-cang-nghe-tinh.chn,NAP,HNX,343,Cong ty co phan Cang Nghe Tinh,CAF,STKVNNAP,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NAP-cong-ty-co-phan-cang-nghe-tinh.chn,
"http://s.cafef.vn/upcom/NAS-cong-ty-co-phan-dich-vu-hang-khong-san-bay-noi-bai.chn,CenterName:UpCom,Symbol:NAS,TradeCenterID:9,ChangePrice:0,VonHoa:249.47292,ChangeVolume:400,EPS:-Infinity,PE:0,Beta:0,Price:30,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Dich vu Hang khong San bay Noi Bai,ParentCategoryId:343},",upcom/NAS-cong-ty-co-phan-dich-vu-hang-khong-san-bay-noi-bai.chn,NAS,UPC,343,Cong ty Co phan Dich vu Hang khong San bay Noi Bai,CAF,STKVNNAS,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NAS-cong-ty-co-phan-dich-vu-hang-khong-san-bay-noi-bai.chn,
"http://s.cafef.vn/upcom/NAU-cong-ty-co-phan-moi-truong-va-cong-trinh-do-thi-nghe-an.chn,CenterName:UpCom,Symbol:NAU,TradeCenterID:9,ChangePrice:0,VonHoa:13.2119964,ChangeVolume:0,EPS:0.175813801856622,PE:20.4762081360134,Beta:0,Price:3.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Moi truong va Cong trinh do thi Nghe An,ParentCategoryId:346},",upcom/NAU-cong-ty-co-phan-moi-truong-va-cong-trinh-do-thi-nghe-an.chn,NAU,UPC,346,Cong ty co phan Moi truong va Cong trinh do thi Nghe An,CAF,STKVNNAU,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NAU-cong-ty-co-phan-moi-truong-va-cong-trinh-do-thi-nghe-an.chn,
"http://s.cafef.vn/hose/NAV-cong-ty-co-phan-nam-viet.chn,CenterName:HSX,Symbol:NAV,TradeCenterID:1,ChangePrice:-7.29166666666666,VonHoa:142.399644,ChangeVolume:-100,EPS:3.10576181715454,PE:5.73128303068267,Beta:0.441936386531107,Price:17.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nam Viet,ParentCategoryId:345},",hose/NAV-cong-ty-co-phan-nam-viet.chn,NAV,HSX,345,Cong ty Co phan Nam Viet,CAF,STKVNNAV,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NAV-cong-ty-co-phan-nam-viet.chn,
"http://s.cafef.vn/upcom/NAW-cong-ty-co-phan-cap-nuoc-nghe-an.chn,CenterName:UpCom,Symbol:NAW,TradeCenterID:9,ChangePrice:0,VonHoa:274.9285251,ChangeVolume:0,EPS:0.124417154307863,PE:74.7485348924447,Beta:0,Price:9.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Cap nuoc Nghe An,ParentCategoryId:346},",upcom/NAW-cong-ty-co-phan-cap-nuoc-nghe-an.chn,NAW,UPC,346,Cong ty Co phan Cap nuoc Nghe An,CAF,STKVNNAW,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NAW-cong-ty-co-phan-cap-nuoc-nghe-an.chn,
"http://s.cafef.vn/hose/NBB-cong-ty-co-phan-dau-tu-nam-bay-bay.chn,CenterName:HSX,Symbol:NBB,TradeCenterID:1,ChangePrice:-4.5454545454545432,VonHoa:1538.0791272,ChangeVolume:-26.726190476190474,EPS:0.0434697474620451,PE:289.856756379859,Beta:0.529334950097939,Price:12.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Nam Bay Bay,ParentCategoryId:345},",hose/NBB-cong-ty-co-phan-dau-tu-nam-bay-bay.chn,NBB,HSX,345,Cong ty Co phan Đau tu Nam Bay Bay,CAF,STKVNNBB,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NBB-cong-ty-co-phan-dau-tu-nam-bay-bay.chn,
"http://s.cafef.vn/hastc/NBC-cong-ty-co-phan-than-nui-beo-vinacomin.chn,CenterName:HNX,Symbol:NBC,TradeCenterID:2,ChangePrice:-10.22727272727273,VonHoa:292.2930796,ChangeVolume:22.23737198634521,EPS:1.02180079136468,PE:7.73144830848,Beta:0.402944527210586,Price:7.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Than Nui Beo – Vinacomin,ParentCategoryId:340},",hastc/NBC-cong-ty-co-phan-than-nui-beo-vinacomin.chn,NBC,HNX,340,Cong ty co phan Than Nui Beo – Vinacomin,CAF,STKVNNBC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NBC-cong-ty-co-phan-than-nui-beo-vinacomin.chn,
"http://s.cafef.vn/upcom/NBE-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-bac.chn,CenterName:UpCom,Symbol:NBE,TradeCenterID:9,ChangePrice:-11.940298507462684,VonHoa:59,ChangeVolume:-16.417910447761194,EPS:3.1546024846,PE:3.74056638121751,Beta:0,Price:11.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Sach va Thiet bi Giao duc Mien Bac,ParentCategoryId:346},",upcom/NBE-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-bac.chn,NBE,UPC,346,Cong ty Co phan Sach va Thiet bi Giao duc Mien Bac,CAF,STKVNNBE,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NBE-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-bac.chn,
"http://s.cafef.vn/hastc/NBP-cong-ty-co-phan-nhiet-dien-ninh-binh.chn,CenterName:HNX,Symbol:NBP,TradeCenterID:2,ChangePrice:2.8985507246376709,VonHoa:182.6901,ChangeVolume:-7.1618037135278518,EPS:1.57531549928102,PE:9.01406734491021,Beta:0.262904215230918,Price:14.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nhiet dien Ninh Binh,ParentCategoryId:340},",hastc/NBP-cong-ty-co-phan-nhiet-dien-ninh-binh.chn,NBP,HNX,340,Cong ty Co phan Nhiet dien Ninh Binh,CAF,STKVNNBP,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NBP-cong-ty-co-phan-nhiet-dien-ninh-binh.chn,
"http://s.cafef.vn/upcom/NBT-ctcp-cap-thoat-nuoc-ben-tre.chn,CenterName:UpCom,Symbol:NBT,TradeCenterID:9,ChangePrice:23.14125917184052,VonHoa:438.06,ChangeVolume:-100,EPS:1.89217171721088,PE:7.87454957944463,Beta:0,Price:14.3994,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Cap thoat nuoc Ben Tre,ParentCategoryId:346},",upcom/NBT-ctcp-cap-thoat-nuoc-ben-tre.chn,NBT,UPC,346,CTCP Cap thoat nuoc Ben Tre,CAF,STKVNNBT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NBT-ctcp-cap-thoat-nuoc-ben-tre.chn,
"http://s.cafef.vn/hastc/NBW-cong-ty-co-phan-cap-nuoc-nha-be.chn,CenterName:HNX,Symbol:NBW,TradeCenterID:2,ChangePrice:0.55865921787710293,VonHoa:196.2,ChangeVolume:-100,EPS:1.78812488541284,PE:10.0664109911116,Beta:-0.0232155100175211,Price:18,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Cap nuoc Nha Be,ParentCategoryId:346},",hastc/NBW-cong-ty-co-phan-cap-nuoc-nha-be.chn,NBW,HNX,346,Cong ty Co phan Cap nuoc Nha Be,CAF,STKVNNBW,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NBW-cong-ty-co-phan-cap-nuoc-nha-be.chn,
"http://s.cafef.vn/upcom/NCS-cong-ty-co-phan-suat-an-hang-khong-noi-bai.chn,CenterName:UpCom,Symbol:NCS,TradeCenterID:9,ChangePrice:-3.0000000000000071,VonHoa:348.195274,ChangeVolume:-85.380116959064324,EPS:-1.16107727461401,PE:-16.7086208852458,Beta:0,Price:19.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Suat an Hang khong Noi Bai,ParentCategoryId:343},",upcom/NCS-cong-ty-co-phan-suat-an-hang-khong-noi-bai.chn,NCS,UPC,343,Cong ty co phan Suat an Hang khong Noi Bai,CAF,STKVNNCS,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NCS-cong-ty-co-phan-suat-an-hang-khong-noi-bai.chn,
"http://s.cafef.vn/hose/NCT-cong-ty-co-phan-dich-vu-hang-hoa-noi-bai.chn,CenterName:HSX,Symbol:NCT,TradeCenterID:1,ChangePrice:0.35714285714285376,VonHoa:2205.7712076,ChangeVolume:-88.63636363636364,EPS:8.61778792853951,PE:9.78209265521885,Beta:0.773505303760849,Price:84.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Dich vu Hang hoa Noi Bai,ParentCategoryId:343},",hose/NCT-cong-ty-co-phan-dich-vu-hang-hoa-noi-bai.chn,NCT,HSX,343,Cong ty Co phan Dich vu Hang hoa Noi Bai,CAF,STKVNNCT,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NCT-cong-ty-co-phan-dich-vu-hang-hoa-noi-bai.chn,
"http://s.cafef.vn/upcom/ND2-cong-ty-co-phan-dau-tu-phat-trien-dien-mien-bac-2.chn,CenterName:UpCom,Symbol:ND2,TradeCenterID:9,ChangePrice:-2.9411764705882351,VonHoa:1649.80068,ChangeVolume:149.37655860349128,EPS:4.97596733997467,PE:6.63187632581366,Beta:-0.168733034287584,Price:33,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Phat trien dien Mien Bac 2,ParentCategoryId:345},",upcom/ND2-cong-ty-co-phan-dau-tu-phat-trien-dien-mien-bac-2.chn,ND2,UPC,345,Cong ty Co phan Đau tu Phat trien dien Mien Bac 2,CAF,STKVNND2,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ND2-cong-ty-co-phan-dau-tu-phat-trien-dien-mien-bac-2.chn,
"http://s.cafef.vn/upcom/NDC-cong-ty-co-phan-nam-duoc.chn,CenterName:UpCom,Symbol:NDC,TradeCenterID:9,ChangePrice:0,VonHoa:626.22,ChangeVolume:0,EPS:11.4277845794769,PE:9.18813259645875,Beta:-0.0298018982346033,Price:105,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nam Duoc,ParentCategoryId:342},",upcom/NDC-cong-ty-co-phan-nam-duoc.chn,NDC,UPC,342,Cong ty Co phan Nam Duoc,CAF,STKVNNDC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NDC-cong-ty-co-phan-nam-duoc.chn,
"http://s.cafef.vn/upcom/NDF-ctcp-che-bien-thuc-pham-nong-san-xuat-khau-nam-dinh.chn,CenterName:UpCom,Symbol:NDF,TradeCenterID:9,ChangePrice:0,VonHoa:10.20994,ChangeVolume:400,EPS:1.08984491010721,PE:1.19283027148525,Beta:0.83954079397073,Price:1.3,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Che bien thuc pham nong san xuat khau Nam Đinh,ParentCategoryId:338},",upcom/NDF-ctcp-che-bien-thuc-pham-nong-san-xuat-khau-nam-dinh.chn,NDF,UPC,338,CTCP Che bien thuc pham nong san xuat khau Nam Đinh,CAF,STKVNNDF,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NDF-ctcp-che-bien-thuc-pham-nong-san-xuat-khau-nam-dinh.chn,
"http://s.cafef.vn/hastc/NDN-cong-ty-co-phan-dau-tu-phat-trien-nha-da-nang.chn,CenterName:HNX,Symbol:NDN,TradeCenterID:2,ChangePrice:-2.85714285714286,VonHoa:487.2739648,ChangeVolume:40.471789212305147,EPS:-1.43263068860928,PE:-4.74651286899421,Beta:1.39470686180002,Price:6.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Phat trien Nha Đa Nang  ,ParentCategoryId:345},",hastc/NDN-cong-ty-co-phan-dau-tu-phat-trien-nha-da-nang.chn,NDN,HNX,345,Cong ty Co phan Đau tu Phat trien Nha Đa Nang  ,CAF,STKVNNDN,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NDN-cong-ty-co-phan-dau-tu-phat-trien-nha-da-nang.chn,
"http://s.cafef.vn/upcom/NDP-cong-ty-co-phan-duoc-pham-29.chn,CenterName:UpCom,Symbol:NDP,TradeCenterID:9,ChangePrice:14.634146341463413,VonHoa:260.85,ChangeVolume:-100,EPS:1.92629532,PE:12.1995831874834,Beta:0,Price:23.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Duọc phảm 2/9 ,ParentCategoryId:344},",upcom/NDP-cong-ty-co-phan-duoc-pham-29.chn,NDP,UPC,344,Cong ty Co phan Duọc phảm 2/9 ,CAF,STKVNNDP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NDP-cong-ty-co-phan-duoc-pham-29.chn,
"http://s.cafef.vn/upcom/NDT-tong-cong-ty-co-phan-det-may-nam-dinh.chn,CenterName:UpCom,Symbol:NDT,TradeCenterID:9,ChangePrice:-7.1428571428571495,VonHoa:121.992,ChangeVolume:-85.725018782870023,EPS:3.42404821873821,PE:2.2780053029961,Beta:0,Price:7.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong Cong ty co phan Det may Nam Đinh,ParentCategoryId:339},",upcom/NDT-tong-cong-ty-co-phan-det-may-nam-dinh.chn,NDT,UPC,339,Tong Cong ty co phan Det may Nam Đinh,CAF,STKVNNDT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NDT-tong-cong-ty-co-phan-det-may-nam-dinh.chn,
"http://s.cafef.vn/upcom/NDW-ctcp-cap-nuoc-nam-dinh.chn,CenterName:UpCom,Symbol:NDW,TradeCenterID:9,ChangePrice:0,VonHoa:325.961606,ChangeVolume:0,EPS:83.0633773109723,PE:0.11437050006327,Beta:0,Price:9.5,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Cap nuoc Nam Đinh,ParentCategoryId:346},",upcom/NDW-ctcp-cap-nuoc-nam-dinh.chn,NDW,UPC,346,CTCP Cap nuoc Nam Đinh,CAF,STKVNNDW,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NDW-ctcp-cap-nuoc-nam-dinh.chn,
"http://s.cafef.vn/hastc/NDX-cong-ty-co-phan-xay-lap-phat-trien-nha-da-nang.chn,CenterName:HNX,Symbol:NDX,TradeCenterID:2,ChangePrice:-8.1967213114754109,VonHoa:53.6903192,ChangeVolume:22.191011235955056,EPS:0.94003039105791,PE:5.95725420504518,Beta:-0.16054684076768,Price:5.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xay lap Phat trien Nha Đa Nang,ParentCategoryId:345},",hastc/NDX-cong-ty-co-phan-xay-lap-phat-trien-nha-da-nang.chn,NDX,HNX,345,Cong ty Co phan Xay lap Phat trien Nha Đa Nang,CAF,STKVNNDX,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NDX-cong-ty-co-phan-xay-lap-phat-trien-nha-da-nang.chn,
"http://s.cafef.vn/upcom/NED-cong-ty-co-phan-dau-tu-va-phat-trien-dien-tay-bac.chn,CenterName:UpCom,Symbol:NED,TradeCenterID:9,ChangePrice:-8.47457627118644,VonHoa:218.7,ChangeVolume:-22.367236723672367,EPS:0.13277176891358,PE:40.6712966482717,Beta:0,Price:5.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Đau tu va Phat trien Đien Tay Bac,ParentCategoryId:340},",upcom/NED-cong-ty-co-phan-dau-tu-va-phat-trien-dien-tay-bac.chn,NED,UPC,340,Cong ty co phan Đau tu va Phat trien Đien Tay Bac,CAF,STKVNNED,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NED-cong-ty-co-phan-dau-tu-va-phat-trien-dien-tay-bac.chn,
"http://s.cafef.vn/hastc/NET-cong-ty-co-phan-bot-giat-net.chn,CenterName:HNX,Symbol:NET,TradeCenterID:2,ChangePrice:4.4776119402985,VonHoa:940.731708,ChangeVolume:-97.905759162303667,EPS:4.16210050836726,PE:10.0910585690003,Beta:-0.0497765314170537,Price:42,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Bot giat Net,ParentCategoryId:339},",hastc/NET-cong-ty-co-phan-bot-giat-net.chn,NET,HNX,339,Cong ty Co phan Bot giat Net,CAF,STKVNNET,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NET-cong-ty-co-phan-bot-giat-net.chn,
"http://s.cafef.vn/hastc/NFC-cong-ty-co-phan-phan-lan-ninh-binh.chn,CenterName:HNX,Symbol:NFC,TradeCenterID:2,ChangePrice:16,VonHoa:228.1042415,ChangeVolume:-100,EPS:1.59415541441609,PE:9.09572546620939,Beta:-0.140127946718079,Price:14.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Phan lan Ninh Binh ,ParentCategoryId:338},",hastc/NFC-cong-ty-co-phan-phan-lan-ninh-binh.chn,NFC,HNX,338,Cong ty Co phan Phan lan Ninh Binh ,CAF,STKVNNFC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NFC-cong-ty-co-phan-phan-lan-ninh-binh.chn,
"http://s.cafef.vn/upcom/NGC-cong-ty-co-phan-che-bien-thuy-san-xuat-khau-ngo-quyen.chn,CenterName:UpCom,Symbol:NGC,TradeCenterID:9,ChangePrice:0,VonHoa:32.658722,ChangeVolume:0,EPS:0.0622840524194424,PE:227.987734394228,Beta:0.438447639248959,Price:14.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Che bien Thuy san Xuat khau Ngo Quyen ,ParentCategoryId:338},",upcom/NGC-cong-ty-co-phan-che-bien-thuy-san-xuat-khau-ngo-quyen.chn,NGC,UPC,338,Cong ty Co phan Che bien Thuy san Xuat khau Ngo Quyen ,CAF,STKVNNGC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NGC-cong-ty-co-phan-che-bien-thuy-san-xuat-khau-ngo-quyen.chn,
"http://s.cafef.vn/hose/NHA-tong-cong-ty-dau-tu-phat-trien-nha-va-do-thi-nam-ha-noi.chn,CenterName:HSX,Symbol:NHA,TradeCenterID:1,ChangePrice:-14.999999999999996,VonHoa:501.876788,ChangeVolume:-4.3726382355209381,EPS:0.0575139522499264,PE:206.906316371524,Beta:0.034089913241609,Price:11.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong Cong ty Đau tu Phat trien Nha va Đo thi Nam Ha Noi,ParentCategoryId:345},",hose/NHA-tong-cong-ty-dau-tu-phat-trien-nha-va-do-thi-nam-ha-noi.chn,NHA,HSX,345,Tong Cong ty Đau tu Phat trien Nha va Đo thi Nam Ha Noi,CAF,STKVNNHA,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NHA-tong-cong-ty-dau-tu-phat-trien-nha-va-do-thi-nam-ha-noi.chn,
"http://s.cafef.vn/hastc/NHC-cong-ty-co-phan-gach-ngoi-nhi-hiep.chn,CenterName:HNX,Symbol:NHC,TradeCenterID:2,ChangePrice:-1.639344262295082,VonHoa:91.24626,ChangeVolume:-100,EPS:3.01070172530907,PE:9.96445438211594,Beta:0.585750591534484,Price:30,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Gach Ngoi Nhi Hiep,ParentCategoryId:345},",hastc/NHC-cong-ty-co-phan-gach-ngoi-nhi-hiep.chn,NHC,HNX,345,Cong ty Co phan Gach Ngoi Nhi Hiep,CAF,STKVNNHC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/NHC-cong-ty-co-phan-gach-ngoi-nhi-hiep.chn,
"http://s.cafef.vn/hose/NHH-cong-ty-co-phan-nhua-ha-noi.chn,CenterName:HSX,Symbol:NHH,TradeCenterID:1,ChangePrice:-4.6099290780141873,VonHoa:980.236,ChangeVolume:14.192104842576315,EPS:1.22943334136937,PE:10.9399993862368,Beta:0,Price:13.45,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nhua Ha Noi,ParentCategoryId:344},",hose/NHH-cong-ty-co-phan-nhua-ha-noi.chn,NHH,HSX,344,Cong ty Co phan Nhua Ha Noi,CAF,STKVNNHH,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NHH-cong-ty-co-phan-nhua-ha-noi.chn,
"http://s.cafef.vn/upcom/NHP-cong-ty-co-phan-san-xuat-xuat-nhap-khau-nhp.chn,CenterName:UpCom,Symbol:NHP,TradeCenterID:9,ChangePrice:0,VonHoa:22.061192,ChangeVolume:400,EPS:-0.954338820350233,PE:-0.838276703138208,Beta:0,Price:0.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan San xuat Xuat nhap khau NHP,ParentCategoryId:344},",upcom/NHP-cong-ty-co-phan-san-xuat-xuat-nhap-khau-nhp.chn,NHP,UPC,344,Cong ty Co phan San xuat Xuat nhap khau NHP,CAF,STKVNNHP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NHP-cong-ty-co-phan-san-xuat-xuat-nhap-khau-nhp.chn,
"http://s.cafef.vn/hose/NHT-cong-ty-co-phan-san-xuat-va-thuong-mai-nam-hoa.chn,CenterName:HSX,Symbol:NHT,TradeCenterID:1,ChangePrice:-0.75187969924813092,VonHoa:317.1718308,ChangeVolume:-93.333333333333329,EPS:2.52609798344491,PE:5.2254505116222,Beta:0,Price:13.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan San xuat va Thuong mai Nam Hoa,ParentCategoryId:339},",hose/NHT-cong-ty-co-phan-san-xuat-va-thuong-mai-nam-hoa.chn,NHT,HSX,339,Cong ty Co phan San xuat va Thuong mai Nam Hoa,CAF,STKVNNHT,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/NHT-cong-ty-co-phan-san-xuat-va-thuong-mai-nam-hoa.chn,
"http://s.cafef.vn/upcom/NHV-cong-ty-co-phan-dau-tu-nhv.chn,CenterName:UpCom,Symbol:NHV,TradeCenterID:9,ChangePrice:0,VonHoa:252.085152,ChangeVolume:-100,EPS:0.939154890373185,PE:48.9802060038481,Beta:0,Price:46,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Đau tu NHV,ParentCategoryId:344},",upcom/NHV-cong-ty-co-phan-dau-tu-nhv.chn,NHV,UPC,344,Cong ty co phan Đau tu NHV,CAF,STKVNNHV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NHV-cong-ty-co-phan-dau-tu-nhv.chn,
"http://s.cafef.vn/upcom/NJC-cong-ty-co-phan-may-nam-dinh.chn,CenterName:UpCom,Symbol:NJC,TradeCenterID:9,ChangePrice:12.500000000000014,VonHoa:51.3,ChangeVolume:150,EPS:3.985972439,PE:4.29004471598656,Beta:0,Price:17.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan May Nam Đinh,ParentCategoryId:339},",upcom/NJC-cong-ty-co-phan-may-nam-dinh.chn,NJC,UPC,339,Cong ty co phan May Nam Đinh,CAF,STKVNNJC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/NJC-cong-ty-co-phan-may-nam-dinh.chn,
