,country,name,full_name,symbol,isin,asset_class,currency,stock_exchange,def_stock_exchange
9676,united states,First Trust Small Cap Growth AlphaDEX,First Trust Small Cap Growth AlphaDEX,FYC,US33737M3007,equity,USD,NASDAQ,True
9677,united states,First Trust Global Tactical Commodity Strategy,First Trust Global Tactical Commodity Strategy,FTGC,US33739H1014,commodity,USD,NASDAQ,True
9678,united states,First Trust Small Cap Value AlphaDEX,First Trust Small Cap Value AlphaDEX,FYT,US33737M4096,equity,USD,NASDAQ,True
9679,united states,First Trust Emerging Markets Local Currency Bond,First Trust Emerging Markets Local Currency Bond,FEMB,US33739P2020,bond,USD,NASDAQ,True
9680,united states,First Trust ISE Global Wind Energy,First Trust ISE Global Wind Energy,FAN,US33736G1067,equity,USD,NYSE,True
9681,united states,First Trust Horizon Managed Volatility Domestic,First Trust Horizon Managed Volatility Domestic,HUSV,US33739P8894,equity,USD,NYSE,True
9682,united states,First Trust ISE Water,First Trust ISE Water,FIW,US33733B1008,equity,USD,NYSE,True
9683,united states,First Trust Long/Short Equity,First Trust Long/Short Equity,FTLS,US33739P1030,equity,USD,NYSE,True
9684,united states,First Trust Small Cap Core AlphaDEX,First Trust Small Cap Core AlphaDEX® Fund,FYX,US33734Y1091,equity,USD,NASDAQ,True
9685,united states,First Trust Brazil AlphaDEX,First Trust Brazil AlphaDEX,FBZ,US33737J1337,equity,USD,NASDAQ,True
9686,united states,First Trust Nasdaq Semiconductor,First Trust Nasdaq Semiconductor,FTXL,US33738R8117,equity,USD,NASDAQ,True
9687,united states,First Trust Strategic Income,First Trust Strategic Income,FDIV,US33739Q3092,other,USD,NASDAQ,True
9688,united states,First Trust Emerging Markets Small Cap AlphaDEX,First Trust Emerging Markets Small Cap AlphaDEX® Fund,FEMS,US33737J3077,equity,USD,NASDAQ,True
9689,united states,First Trust NASDAQ Clean Edge Green Energy,First Trust NASDAQ Clean Edge Green Energy,QCLN,US33733E5006,equity,USD,NASDAQ,True
9690,united states,First Trust RBA American Industrial Renaissance,First Trust RBA American Industrial Renaissance,AIRR,US33738R7044,equity,USD,NASDAQ,True
9691,united states,First Trust Municipal High Income,First Trust Municipal High Income ETF,FMHI,US33739P3010,equity,USD,NASDAQ,True
9692,united states,First Trust NASDAQ Smartphone,First Trust NASDAQ Smartphone,NXTG,US33737K2050,equity,USD,NASDAQ,True
9693,united states,First Trust International IPO,First Trust International IPO,FPXI,US33734X8535,equity,USD,NASDAQ,True
9694,united states,First Trust High Income,First Trust High Income,FTHI,US33738R3084,equity,USD,NASDAQ,True
9695,united states,First Trust Lunt US Factor Rotation,First Trust Lunt U.S. Factor Rotation ETF,FCTR,US33733E8729,equity,USD,NYSE,True
9696,united states,First Trust RiverFront Dynamic DM,First Trust RiverFront Dynamic Developed International,RFDI,US33739P6088,equity,USD,NASDAQ,True
9697,united states,First Trust Japan AlphaDEX,First Trust Japan AlphaDEX® Fund,FJP,US33737J1584,equity,USD,NASDAQ,True
9698,united states,First Trust NASDAQ ABA Community Bank,First Trust NASDAQ ABA Community Bank,QABA,US33736Q1040,equity,USD,NASDAQ,True
9699,united states,First Trust Dow 30 Equal Weight,First Trust Dow 30 Equal Weight ETF,EDOW,US33733A2015,equity,USD,NYSE,True
9700,united states,First Trust ISE Chindia,First Trust Chindia ETF,FNI,US33733A1025,equity,USD,NYSE,True
9701,united states,First Trust Nasdaq Artificial Intelligence and Rob,First Trust Nasdaq Artificial Intelligence and Robotics ETF,ROBT,US33738R7200,equity,USD,NASDAQ,True
9702,united states,First Trust China AlphaDEX,First Trust China AlphaDEX,FCA,US33737J1410,equity,USD,NASDAQ,True
9703,united states,First Trust Alternative Absolute Return Strategy,First Trust Alternative Absolute Return Strategy,FAAR,US33740Y1010,equity,USD,NASDAQ,True
9704,united states,First Trust NASDAQ-100 Ex-Technology Sector,First Trust NASDAQ-100 Ex-Technology Sector,QQXT,US33733E4017,equity,USD,NASDAQ,True
9705,united states,First Trust Dow Jones Select MicroCap,First Trust Dow Jones Select MicroCap Index Fund,FDM,US33718M1053,equity,USD,NYSE,True
9706,united states,First Trust Dorsey Wright Peoples Portfolio,First Trust Dorsey Wright People's Portfolio ETF,DWPP,US33733E8802,equity,USD,NASDAQ,True
9707,united states,First Trust Total US Market AlphaDEX,First Trust Total US Market AlphaDEX ETF,TUSA,US33733E7085,equity,USD,NASDAQ,True
9708,united states,First Trust United Kingdom AlphaDEX,First Trust United Kingdom AlphaDEX® Fund,FKU,US33737J2244,equity,USD,NASDAQ,True
9709,united states,First Trust SMID Cap Rising Dividend Achievers,First Trust SMID Cap Rising Dividend Achievers ETF,SDVY,US33741X1028,equity,USD,NASDAQ,True
9710,united states,First Trust Eurozone AlphaDEX,First Trust Eurozone AlphaDEX® ETF,FEUZ,US33737J5056,equity,USD,NASDAQ,True
9711,united states,First Trust RiverFront Dynamic EM,First Trust RiverFront Dynamic Emerging Markets,RFEM,US33739P7078,equity,USD,NASDAQ,True
9712,united states,First Trust Value Line 100 Exchange-Traded,First Trust Value Line 100 Exchange-Traded,FVL,US33735G1076,equity,USD,NYSE,True
9713,united states,First Trust Asia Pacific Ex-Japan AlphaDEX,First Trust Asia Pacific Ex-Japan AlphaDEX® Fund,FPA,US33737J1097,equity,USD,NASDAQ,True
9714,united states,First Trust ISE Global Engineering & Construction,First Trust ISE Global Engineering & Construction,FLM,US33736M1036,equity,USD,NYSE,True
9715,united states,First Trust Multi Cap Growth AlphaDEX,First Trust Multi Cap Growth AlphaDEX,FAD,US33733F1012,equity,USD,NASDAQ,True
9716,united states,First Trust Multi Cap Value AlphaDEX,First Trust Multi Cap Value AlphaDEX® Fund,FAB,US33733C1080,equity,USD,NASDAQ,True
9717,united states,First Trust FTSE EPRA/NAREIT Global Developed Mark,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,FFR,US33736N1019,other,USD,NYSE,True
9718,united states,First Trust RiverFront Dynamic Asia Pacific,First Trust RiverFront Dynamic Asia Pacific,RFAP,US33739P5098,equity,USD,NASDAQ,True
9719,united states,First Trust Ultra Short Duration Municipal,First Trust Ultra Short Duration Municipal,FUMB,US33740J1043,bond,USD,NYSE,True
9720,united states,First Trust Intl Multi-Asset Diversified Inc,First Trust Intl Multi-Asset Diversified Inc,FID,US33738R6889,other,USD,NASDAQ,True
9721,united states,First Trust Low Beta Income,First Trust Low Beta Income,FTLB,US33738R4074,equity,USD,NASDAQ,True
9722,united states,First Trust Global Natural Resources Income,First Trust Global Natural Resources Income,FTRI,US33734X8386,equity,USD,NASDAQ,True
9723,united states,First Trust CEF Income Opportunity,First Trust CEF Income Opportunity,FCEF,US33740F4090,equity,USD,NASDAQ,True
9724,united states,First Trust Hong Kong AlphaDEX,First Trust Hong Kong AlphaDEX,FHK,US33737J2400,equity,USD,NASDAQ,True
9725,united states,First Trust Nasdaq Food & Beverage,First Trust Nasdaq Food & Beverage,FTXG,US33738R8521,equity,USD,NASDAQ,True
9726,united states,First Trust Global Agriculture,First Trust Global Agriculture,FTAG,US33734X8121,equity,USD,NASDAQ,True
9727,united states,First Trust Mega Cap AlphaDEX,First Trust Mega Cap AlphaDEX,FMK,US33737M5085,equity,USD,NASDAQ,True
9728,united states,First Trust Indxx Innovative Transaction & Process,First Trust Indxx Innovative Transaction & Process ETF,LEGR,US33741X2018,equity,USD,NASDAQ,True
9729,united states,First Trust NASDAQ Clean Edge Smart Grid Infrastru,First Trust NASDAQ Clean Edge Smart Grid Infrastructure,GRID,US33737A1088,equity,USD,NASDAQ,True
9730,united states,First Trust Dorsey Wright DALI 1,First Trust Dorsey Wright DALI 1 ETF,DALI,US33738R7127,other,USD,NASDAQ,True
9731,united states,First Trust Long Duration Opportunities,First Trust Long Duration Opportunities ETF,LGOV,US33738D6067,other,USD,NYSE,True
9732,united states,First Trust Taiwan AlphaDEX,First Trust Taiwan AlphaDEX,NFTY,US33737J8027,equity,USD,NASDAQ,True
9733,united states,First Trust Nasdaq Oil & Gas,First Trust Nasdaq Oil & Gas,FTXN,US33738R8455,equity,USD,NASDAQ,True
9734,united states,First Trust Nasdaq Retail,First Trust Nasdaq Retail,FTXD,US33738R8299,equity,USD,NASDAQ,True
9735,united states,First Trust NASDAQ Global Auto,First Trust NASDAQ Global Auto,CARZ,US33734X3098,equity,USD,NASDAQ,True
9736,united states,First Trust Dow Jones International Internet,First Trust Dow Jones International Internet ETF,FDNI,US33734X7701,equity,USD,NASDAQ,True
9737,united states,First Trust RiverFront Dynamic Europe,First Trust RiverFront Dynamic Europe,RFEU,US33739P8068,equity,USD,NASDAQ,True
9738,united states,First Trust Canada AlphaDEX,First Trust Canada AlphaDEX® Fund,FCAN,US33737J2087,equity,USD,NASDAQ,True
9739,united states,First Trust Municipal CEF Income Opportunity,First Trust Municipal CEF Income Opportunity,MCEF,US33740F5089,equity,USD,NASDAQ,True
9740,united states,First Trust Nasdaq Transport,First Trust Nasdaq Transportation,FTXR,US33738R7952,equity,USD,NASDAQ,True
9741,united states,First Trust Developed Markets ex-US Small Cap Alph,First Trust Developed Markets ex-US Small Cap AlphaDEX,FDTS,US33737J4067,equity,USD,NASDAQ,True
9742,united states,First Trust Australia AlphaDEX,First Trust Australia AlphaDEX,FAUS,US33737J2160,equity,USD,NYSE,True
9743,united states,First Trust Morningstar Managed Futures Strategy,First Trust Morningstar Managed Futures Strategy,FMF,US33739G1031,other,USD,NYSE,True
9744,united states,First Trust Nasdaq Pharm,First Trust Nasdaq Pharmaceuticals,FTXH,US33738R8372,equity,USD,NASDAQ,True
9745,united states,First Trust South Korea AlphaDEX,First Trust South Korea AlphaDEX,FKO,US33737J1667,equity,USD,NASDAQ,True
9746,united states,First Trust Heitman Global Prime Real Estate,First Trust Heitman Global Prime Real Estate,PRME,US33739Q6061,equity,USD,NYSE,True
9747,united states,First Trust TCW Unconstrained Plus Bond,First Trust TCW Unconstrained Plus Bond ETF,UCON,US33740F8885,bond,USD,NYSE,True
9748,united states,EquityCompass Tactical Risk Manager,EquityCompass Tactical Risk Manager ETF,TERM,US33740F7069,equity,USD,NYSE,True
9749,united states,EquityCompass Equity Risk Manager,EquityCompass Risk Manager ETF,ERM,US33740F6079,equity,USD,NYSE,True
9750,united states,FlexShares Morningstar Global Upstream Natural Res,FlexShares Morningstar Global Upstream Natural Resources,GUNR,US33939L4077,equity,USD,NYSE,True
9751,united states,FlexShares International Quality Dividend,FlexShares International Quality Dividend,IQDF,US33939L8375,equity,USD,NYSE,True
9752,united states,FlexShares International Quality Dividend Dynamic,FlexShares International Quality Dividend Dynamic,IQDY,US33939L8292,equity,USD,NYSE,True
9753,united states,FlexShares Quality Dividend,FlexShares Quality Dividend,QDF,US33939L8607,equity,USD,NYSE,True
9754,united states,FlexShares Global Quality Real Estate,FlexShares Global Quality Real Estate,GQRE,US33939L7872,other,USD,NYSE,True
9755,united states,FlexShares iBoxx 3-Year Target Duration TIPS,FlexShares iBoxx 3-Year Target Duration TIPS,TDTT,US33939L5066,bond,USD,NYSE,True
9756,united states,FlexShares Morningstar Dev Mkts exUS Factors Tilt,FlexShares Morningstar Dev Mkts exUS Factors Tilt,TLTD,US33939L8037,equity,USD,NYSE,True
9757,united states,FlexShares iBoxx 5-Year Target Duration TIPS,FlexShares iBoxx 5-Year Target Duration TIPS,TDTF,US33939L6056,bond,USD,NYSE,True
9758,united states,FlexShares STOXX Global Broad Infrastructure,FlexShares STOXX Global Broad Infrastructure,NFRA,US33939L7955,equity,USD,NYSE,True
9759,united states,FlexShares Morningstar Emerging Markets Factors Ti,FlexShares Morningstar Emerging Markets Factors Tilt,TLTE,US33939L3087,equity,USD,NYSE,True
9760,united states,FlexShares Quality Dividend Defensive,FlexShares Quality Dividend Defensive,QDEF,US33939L8458,equity,USD,NYSE,True
9761,united states,FlexShares Ready Access Variable Income,FlexShares Ready Access Variable Income,RAVI,US33939L8862,bond,USD,NYSE,True
9762,united states,FlexShares Morningstar US Market Factor Tilt,FlexShares Morningstar US Market Factor Tilt,TILT,US33939L1008,equity,USD,NYSE,True
9763,united states,FlexShares High Yield Value-Scored Bond Index,FlexShares® High Yield Value-Scored Bond Index Fund,HYGV,US33939L6627,bond,USD,NYSE,True
9764,united states,FlexShares Core Select,FlexShares Core Select Bond Fund,BNDC,US33939L6700,equity,USD,NYSE,True
9765,united states,FlexShares US Quality Large Cap,FlexShares US Quality Large Cap,QLC,US33939L7468,equity,USD,NASDAQ,True
9766,united states,FlexShares Credit-Scored US Corp Bond,FlexShares Credit-Scored US Corp Bond,SKOR,US33939L7617,bond,USD,NASDAQ,True
9767,united states,FlexShares Credit-Scored US Long Corporate Bond,FlexShares Credit-Scored US Long Corporate Bond,LKOR,US33939L7534,bond,USD,NASDAQ,True
9768,united states,FlexShares Developed Markets ex-US Quality Low Vol,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,QLVD,US33939L6478,equity,USD,NYSE,True
9769,united states,FlexShares Real Assets Allocation,FlexShares Real Assets Allocation Index,ASET,US33939L7385,equity,USD,NASDAQ,True
9770,united states,FlexShares Disciplined Duration MBS,FlexShares Disciplined Duration MBS,MBSD,US33939L7799,bond,USD,NASDAQ,True
9771,united states,FlexShares International Quality Dividend Defensiv,FlexShares International Quality Dividend Defensive,IQDE,US33939L8110,equity,USD,NYSE,True
9772,united states,FlexShares STOXX Global ESG Impact,FlexShares STOXX Global ESG Impact Index,ESGG,US33939L6882,equity,USD,NASDAQ,True
9773,united states,FlexShares Currency Hedged Morningstar EM,FlexShares Currency Hedged Morningstar EM Factor Tilt Index,TLEH,US33939L7120,equity,USD,NYSE,True
9774,united states,FlexShares US Quality Low Volatility,FlexShares US Quality Low Volatility Index Fund,QLV,US33939L6544,equity,USD,NYSE,True
9775,united states,FlexShares Emerging Markets Quality Low Volatility,FlexShares Emerging Markets Quality Low Volatility Index Fund,QLVE,US33939L6395,equity,USD,NYSE,True
9776,united states,FlexShares STOXX US ESG Impact,FlexShares STOXX US ESG Impact Index Fund,ESG,US33939L6965,equity,USD,NYSE,True
9777,united states,FlexShares Quality Dividend Dynamic,FlexShares Quality Dividend Dynamic,QDYN,US33939L8524,equity,USD,NYSE,True
9778,united states,FlexShares Currency Hedged Morningstar DM ex-US,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index,TLDH,US33939L7203,equity,USD,NYSE,True
9779,united states,Franklin LibertyQ US,Franklin LibertyQ U.S. Equity ETF,FLQL,US35473P8014,equity,USD,NYSE,True
9780,united states,Franklin Liberty Investment Grade Corporate,Franklin Liberty Investment Grade Corporate,FLCO,US35473P6034,equity,USD,NYSE,True
9781,united states,Franklin FTSE Japan,Franklin FTSE Japan ETF,FLJP,US35473P7446,equity,USD,NYSE,True
9782,united states,Franklin Short Dur US Gov,Franklin Liberty Short Duration US Government,FTSD,US3535061085,bond,USD,NYSE,True
9783,united states,Franklin Liberty US Low Volatility,Franklin Liberty US Low Volatility,FLLV,US35473P5044,equity,USD,NYSE,True
9784,united states,Franklin FTSE Switzerland,Franklin FTSE Switzerland ETF,FLSW,US35473P6943,equity,USD,NYSE,True
9785,united states,Franklin FTSE Russia,Franklin FTSE Russia ETF,FLRU,US35473P7289,equity,USD,NYSE,True
9786,united states,Franklin FTSE India,Franklin FTSE India ETF,FLIN,US35473P7693,equity,USD,NYSE,True
9787,united states,Franklin FTSE China,Franklin FTSE China ETF,FLCH,US35473P8196,equity,USD,NYSE,True
9788,united states,Franklin FTSE South Korea,Franklin FTSE South Korea ETF,FLKR,US35473P7107,equity,USD,NYSE,True
9789,united states,Franklin LibertyQ Emerging Markets,Franklin LibertyQ Emerging Markets,FLQE,US35473P2074,equity,USD,NYSE,True
9790,united states,Franklin FTSE United Kingdom,Franklin FTSE United Kingdom ETF,FLGB,US35473P6786,equity,USD,NYSE,True
9791,united states,Franklin LibertyQ Global Dividend,Franklin LibertyQ Global Dividend,FLQD,US35473P3064,equity,USD,NYSE,True
9792,united states,Franklin FTSE France,Franklin FTSE France ETF,FLFR,US35473P7933,equity,USD,NYSE,True
9793,united states,Franklin LibertyQ US Small Cap Equity,Franklin LibertyQ U.S. Small Cap Equity ETF,FLQS,US35473P8766,equity,USD,NYSE,True
9794,united states,Franklin FTSE Taiwan,Franklin FTSE Taiwan ETF,FLTW,US35473P6869,equity,USD,NYSE,True
9795,united states,Franklin FTSE Australia,Franklin FTSE Australia ETF,FLAU,US35473P8436,equity,USD,NYSE,True
9796,united states,Franklin FTSE Hong Kong,Franklin FTSE Hong Kong ETF,FLHK,US35473P7776,equity,USD,NYSE,True
9797,united states,Franklin FTSE Asia ex Japan,Franklin FTSE Asia ex Japan ETF,FLAX,US35473P6604,equity,USD,NYSE,True
9798,united states,Franklin Liberty International Opportunities,Franklin Liberty International Opportunities ETF,FLIO,US35473P7024,equity,USD,NYSE,True
9799,united states,Franklin FTSE Brazil,Franklin FTSE Brazil ETF,FLBR,US35473P8352,equity,USD,NYSE,True
9800,united states,Franklin FTSE Canada,Franklin FTSE Canada ETF,FLCA,US35473P8279,equity,USD,NYSE,True
9801,united states,Franklin FTSE Italy,Franklin FTSE Italy ETF,FLIY,US35473P7511,equity,USD,NYSE,True
9802,united states,Franklin FTSE Germany,Franklin FTSE Germany ETF,FLGR,US35473P7859,equity,USD,NYSE,True
9803,united states,Franklin LibertyQ Int Eq Hdg,Franklin LibertyQ International Equity Hedged,FLQH,US35473P1084,equity,USD,NYSE,True
9804,united states,Franklin LibertyQ U.S. Mid Cap Equity,Franklin LibertyQ U.S. Mid Cap Equity ETF,FLQM,US35473P8840,equity,USD,NYSE,True
9805,united states,Franklin FTSE Mexico,Franklin FTSE Mexico ETF,FLMX,US35473P7362,equity,USD,NYSE,True
9806,united states,Franklin FTSE Japan Hedged,Franklin FTSE Japan Hedged ETF,FLJH,US35473P6372,equity,USD,NYSE,True
9807,united states,Franklin FTSE Europe,Franklin FTSE Europe ETF,FLEE,US35473P6521,equity,USD,NYSE,True
9808,united states,Franklin LibertyQ Global Equity,Franklin LibertyQ Global Equity,FLQG,US35473P4054,equity,USD,NYSE,True
9809,united states,Franklin Liberty International Aggregate Bond,Franklin Liberty International Aggregate Bond ETF,FLIA,US35473P6117,bond,USD,NYSE,True
9810,united states,Franklin FTSE South Africa,Franklin FTSE South Africa ETF,FLZA,US35473P5796,equity,USD,NYSE,True
9811,united states,GaveKal Knowledge Leaders Developed World,GaveKal Knowledge Leaders Developed World,KLDW,US30151E6086,equity,USD,NYSE,True
9812,united states,Global X MLP,Global X MLP,MLPA,US37950E4733,equity,USD,NYSE,True
9813,united states,Global X US Infrastructure Development,Global X U.S. Infrastructure Development ETF,PAVE,US37954Y6730,equity,USD,NYSE,True
9814,united states,Global X Robotics & AI USD,Global X Robotics & Artificial Intelligence Thematic,BOTZ,US37954Y7159,equity,USD,NASDAQ,True
9815,united states,Global X SuperDividend REIT,Global X SuperDividend REIT,SRET,US37950E1275,other,USD,NASDAQ,True
9816,united states,Global X SuperDividend US,Global X SuperDividend US,DIV,US37950E2919,equity,USD,NYSE,True
9817,united states,Global X MLP & Energy Infrastructure,Global X MLP & Energy Infrastructure,MLPX,US37950E2265,equity,USD,NYSE,True
9818,united states,Global X SuperDividend,Global X SuperDividend,SDIV,US37950E5490,equity,USD,NYSE,True
9819,united states,Global X US Preferred,Global X U.S. Preferred ETF,PFFD,US37954Y6573,equity,USD,NYSE,True
9820,united states,Global X Lithium,Global X Lithium & Battery Tech ETF,LIT,US37954Y8553,equity,USD,NYSE,True
9821,united states,Global X Silver Miners,Global X Silver Miners,SIL,US37954Y8488,equity,USD,NYSE,True
9822,united states,Global X MSCI Pakistan,Global X MSCI Pakistan,PAK,US37950E6894,equity,USD,NYSE,True
9823,united states,Global X FTSE Greece 20,Global X MSCI Greece ETF,GREK,US37950E3669,equity,USD,NYSE,True
9824,united states,Global X Copper Miners,Global X Copper Miners ETF,COPX,US37954Y8306,equity,USD,NYSE,True
9825,united states,Global X SuperIncome Preferred,Global X SuperIncome Preferred,SPFF,US37950E3339,equity,USD,NYSE,True
9826,united states,Global X Uranium,Global X Uranium ETF,URA,US37954Y8710,equity,USD,NYSE,True
9827,united states,Global X China Consumer,Global X MSCI China Consumer Disc ETF,CHIQ,US37950E4089,equity,USD,NYSE,True
9828,united states,Global X FinTech Thematic,Global X FinTech Thematic,FINX,US37954Y8140,equity,USD,NASDAQ,True
9829,united states,Global X MSCI Norway,Global X MSCI Norway ETF,NORW,US37950E7470,equity,USD,NYSE,True
9830,united states,Global X Millennials Thematic,Global X Millennials Thematic,MILN,US37954Y7647,equity,USD,NASDAQ,True
9831,united states,Global X Internet of Things Thematic USD,Global X Internet of Things Thematic,SNSR,US37954Y7803,equity,USD,NASDAQ,True
9832,united states,Global X MSCI Portugal,Global X MSCI Portugal,PGAL,US37950E1929,equity,USD,NYSE,True
9833,united states,Global X MSCI Argentina,Global X MSCI Argentina ETF,ARGT,US37950E2596,equity,USD,NYSE,True
9834,united states,Global X MSCI Colombia,Global X MSCI Colombia ETF,GXG,US37950E2000,equity,USD,NYSE,True
9835,united states,Global X China Financials,Global X MSCI China Financials ETF,CHIX,US37950E6068,equity,USD,NYSE,True
9836,united states,Global X Future Analytics Tech,Global X Future Analytics Tech ETF,AIQ,US37954Y6326,equity,USD,NASDAQ,True
9837,united states,Global X Yieldco,Global X Yieldco,YLCO,US37954Y7076,equity,USD,NASDAQ,True
9838,united states,Global X Autonomous & Electric Vehicles,Global X Autonomous & Electric Vehicles ETF,DRIV,US37954Y6243,equity,USD,NASDAQ,True
9839,united states,Global X Conscious Companies,Global X Conscious Companies,KRMA,US37954Y7316,equity,USD,NASDAQ,True
9840,united states,Global X S&P 500 Catholic Values,Global X S&P 500 Catholic Values,CATH,US37954Y8892,equity,USD,NASDAQ,True
9841,united states,Global X Gold Explorers,Global X Gold Explorers ETF,GOEX,US37954Y8637,equity,USD,NYSE,True
9842,united states,Global X MSCI China Consumer Staples,Global X MSCI China Consumer Staples ETF,CHIS,US37954Y5583,equity,USD,NYSE,True
9843,united states,Global X MSCI SuperDividend EAFE,Global X MSCI SuperDividend EAFE,EFAS,US37954Y6995,equity,USD,NASDAQ,True
9844,united states,Global X Social Media,Global X Social Media ETF,SOCL,US37950E4162,equity,USD,NASDAQ,True
9845,united states,Global X SuperDividend Alternatives,Global X SuperDividend Alternatives,ALTY,US37954Y8066,equity,USD,NASDAQ,True
9846,united states,Global X MSCI Nigeria,Global X MSCI Nigeria,NGE,US37954Y6656,equity,USD,NYSE,True
9847,united states,Global X Adaptive U.S. Factor,Global X Adaptive U.S. Factor ETF,AUSF,US37954Y5740,equity,USD,NYSE,True
9848,united states,Global X TargetIncome 5,Global X TargetIncome™ 5 ETF,TFIV,US37954Y5823,other,USD,NYSE,True
9849,united states,Global X SuperDividend Emerging Mar,Global X SuperDividend Emerging Markets,SDEM,US37950E1192,equity,USD,NYSE,True
9850,united states,Global X Guru,Global X Guru,GURU,US37950E3412,equity,USD,NYSE,True
9851,united states,Global X Longevity Thematic,Global X Longevity Thematic,LNGR,US37954Y7720,equity,USD,NASDAQ,True
9852,united states,Global X Southeast Asia,Global X Southeast Asia,ASEA,US37950E6480,equity,USD,NYSE,True
9853,united states,Global X China Industrials,Global X MSCI China Industrials ETF,CHII,US37950E7058,equity,USD,NYSE,True
9854,united states,Global X Scientific Beta Europe,Global X Scientific Beta Europe,SCID,US37954Y3018,equity,USD,NYSE,True
9855,united states,Global X Scientific Beta US,Global X Scientific Beta US,SCIU,US37954Y1038,equity,USD,NYSE,True
9856,united states,Global X Next Emerging & Frontier,Global X Next Emerging & Frontier,EMFM,US37950E2182,equity,USD,NYSE,True
9857,united states,Global X FTSE Nordic Region,Global X FTSE Nordic Region ETF,GXF,US37950E1010,equity,USD,NYSE,True
9858,united states,Global X Scientific Beta Asia ex Japan,Global X Scientific Beta Asia ex Japan,SCIX,US37954Y4008,equity,USD,NYSE,True
9859,united states,Global X MSCI China Communication Services,Global X MSCI China Communication Services,CHIC,US37950E8049,equity,USD,NYSE,True
9860,united states,Global X Scientific Beta Japan,Global X Scientific Beta Japan,SCIJ,US37954Y5096,equity,USD,NYSE,True
9861,united states,Global X Fertilizers/Potash,Global X Fertilizers/Potash,SOIL,US37950E4998,equity,USD,NYSE,True
9862,united states,Global X China Materials,Global X MSCI China Materials ETF,CHIM,US37950E2422,equity,USD,NYSE,True
9863,united states,Global X China Energy,Global X MSCI China Energy ETF,CHIE,US37950E5078,equity,USD,NYSE,True
9864,united states,Global X JPMorgan US Sector Rotator,Global X JPMorgan US Sector Rotator,SCTO,US37950E1358,equity,USD,NYSE,True
9865,united states,Global X JPMorgan Efficiente,Global X JPMorgan Efficiente,EFFE,US37950E1432,equity,USD,NYSE,True
9866,united states,Global X E-commerce,Global X E-commerce ETF,EBIZ,US37954Y4677,equity,USD,NASDAQ,True
9867,united states,Global X Cloud Computing,Global X Cloud Computing,CLOU,US37954Y4420,equity,USD,NASDAQ,True
9868,united states,Global X Russell 2000 Covered Call,Global X Russell 2000 Covered Call,RYLD,US37954Y4594,other,USD,NYSE,True
9869,united states,Global X S&P 500 Quality Dividend,Global X S&P 500® Quality Dividend ETF,QDIV,US37954Y6169,equity,USD,NYSE,True
9870,united states,Goldman Sachs ActiveBeta International Equity,Goldman Sachs ActiveBeta International Equity,GSIE,US3814301079,equity,USD,NYSE,True
9871,united states,Goldman Sachs ActiveBeta US Large Cap Equity,Goldman Sachs ActiveBeta US Large Cap Equity,GSLC,US3814305039,equity,USD,NYSE,True
9872,united states,Goldman Sachs TreasuryAccess 0-1,Goldman Sachs TreasuryAccess 0-1,GBIL,US3814305294,equity,USD,NYSE,True
9873,united states,Goldman Sachs ActiveBeta Emerging Markets Equity,Goldman Sachs ActiveBeta Emerging Markets Equity,GEM,US3814302069,equity,USD,NYSE,True
9874,united states,GS Finance Large Cap Growth Index Linked Exp 2028,GS Finance Large Cap Growth Index Linked Exp 2028,FRLG,US3622733026,equity,USD,NYSE,True
9875,united states,Goldman Sachs Equal Weight U.S. Large Cap Equity,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,GSEW,US3814304388,equity,USD,NYSE,True
9876,united states,Goldman Sachs Access Ultra Short Bond,Goldman Sachs Access Ultra Short Bond ETF,GSST,US3814302309,bond,USD,NYSE,True
9877,united states,Goldman Sachs JUST U.S. Large Cap Equity,Goldman Sachs JUST U.S. Large Cap Equity ETF,JUST,US3814303968,equity,USD,NYSE,True
9878,united states,Goldman Sachs ActiveBeta Japan Equity,Goldman Sachs ActiveBeta Japan Equity,GSJY,US3814304040,equity,USD,NYSE,True
9879,united states,Goldman Sachs Hedge Industry VIP,Goldman Sachs Hedge Industry VIP,GVIP,US3814305450,equity,USD,NYSE,True
9880,united states,Goldman Sachs Motif Data-Driven World,Goldman Sachs Motif Data-Driven World ETF,GDAT,US3814303471,equity,USD,NYSE,True
9881,united states,Goldman Sachs Motif Finance Reimagined,Goldman Sachs Motif Finance Reimagined ETF,GFIN,US3814303216,equity,USD,NYSE,True
9882,united states,Goldman Sachs ActiveBeta Europe Equity,Goldman Sachs ActiveBeta Europe Equity,GSEU,US3814303059,equity,USD,NYSE,True
9883,united states,Goldman Sachs Motif Human Evolution,Goldman Sachs Motif Human Evolution ETF,GDNA,US3814302978,equity,USD,NYSE,True
9884,united states,Goldman Sachs Motif Manufacturing Revolution,Goldman Sachs Motif Manufacturing Revolution ETF,GMAN,US3814302713,equity,USD,NYSE,True
9885,united states,Goldman Sachs Access Inflation Protected USD Bond,Goldman Sachs Access Inflation Protected USD Bond ETF,GTIP,US3814303620,bond,USD,NYSE,True
9886,united states,Goldman Sachs Motif New Age Consumer,Goldman Sachs Motif New Age Consumer ETF,GBUY,US3814302556,equity,USD,NYSE,True
